trip_id,vehicle_number,tstamp,location_id,ons,offs
1020,3804,2022-12-07 07:24:13,8673,1,0
1020,3804,2022-12-07 07:25:00,11521,5,2
1020,3804,2022-12-07 07:26:30,8625,1,1
1020,3804,2022-12-07 07:27:17,8626,5,0
1020,3804,2022-12-07 07:28:47,8627,0,0
1020,3804,2022-12-07 07:29:43,9324,5,1
1020,3804,2022-12-07 07:31:15,8629,1,0
1020,3804,2022-12-07 07:32:13,8630,0,0
1020,3804,2022-12-07 07:32:25,8631,0,0
1020,3804,2022-12-07 07:32:47,8632,0,0
1020,3804,2022-12-07 07:33:06,8633,0,0
1020,3804,2022-12-07 07:33:25,8634,0,0
1020,3804,2022-12-07 07:33:47,8635,0,1
1020,3804,2022-12-07 07:35:36,4065,0,0
1020,3804,2022-12-07 07:35:59,4095,0,0
1020,3804,2022-12-07 07:37:30,4069,2,5
1020,3804,2022-12-07 07:38:28,4087,0,0
1020,3804,2022-12-07 07:38:48,4060,0,0
1020,3804,2022-12-07 07:39:07,10599,0,2
1020,3804,2022-12-07 07:40:02,9465,0,0
1020,3804,2022-12-07 07:40:38,9957,1,13
1020,3804,2022-12-07 07:42:21,9466,0,0
1020,3804,2022-12-07 07:42:33,3892,0,0
1020,3804,2022-12-07 07:44:14,11851,0,0
1020,3804,2022-12-07 07:44:40,13325,0,0
1020,3804,2022-12-07 07:46:01,3062,0,0
1020,3804,2022-12-07 07:46:21,3063,0,2
1020,3804,2022-12-07 07:47:00,8443,0,2
1020,3804,2022-12-07 07:48:15,13640,0,0
1020,3804,2022-12-07 07:48:58,10132,1,0
1020,3804,2022-12-07 07:51:07,4090,0,0
1020,3804,2022-12-07 07:51:46,4066,0,1
1020,3804,2022-12-07 07:52:24,4077,0,0
1020,3804,2022-12-07 07:52:41,9623,0,0
1020,3804,2022-12-07 07:54:11,4085,0,3
1020,3804,2022-12-07 07:55:40,1163,0,0
1020,3804,2022-12-07 07:57:00,8828,0,0
1020,3804,2022-12-07 07:57:26,1171,0,0
1020,3804,2022-12-07 07:58:33,1183,0,0
1020,3804,2022-12-07 07:59:04,5025,1,1
1020,3804,2022-12-07 07:59:33,227,0,0
1020,3804,2022-12-07 07:59:59,247,1,1
1020,3804,2022-12-07 08:00:50,9532,0,0
1020,3804,2022-12-07 08:01:49,9627,0,0
1020,3804,2022-12-07 08:03:23,10495,0,0
1020,3804,2022-12-07 08:04:10,9625,0,3
1030,3804,2022-12-07 08:18:49,9625,2,0
1030,3804,2022-12-07 08:20:47,9628,0,0
1030,3804,2022-12-07 08:21:51,9808,0,0
1030,3804,2022-12-07 08:22:06,11012,0,0
1030,3804,2022-12-07 08:22:40,9531,0,1
1030,3804,2022-12-07 08:23:24,234,0,0
1030,3804,2022-12-07 08:23:35,228,1,1
1030,3804,2022-12-07 08:27:11,1182,0,0
1030,3804,2022-12-07 08:27:34,1162,0,0
1030,3804,2022-12-07 08:27:46,1172,0,1
1030,3804,2022-12-07 08:29:06,4086,3,0
1030,3804,2022-12-07 08:31:17,4080,0,0
1030,3804,2022-12-07 08:31:35,4078,0,0
1030,3804,2022-12-07 08:32:05,4067,0,2
1030,3804,2022-12-07 08:34:11,4091,4,0
1030,3804,2022-12-07 08:35:14,10133,0,0
1030,3804,2022-12-07 08:37:51,3056,0,0
1030,3804,2022-12-07 08:38:12,3064,1,0
1030,3804,2022-12-07 08:38:48,3069,0,0
1030,3804,2022-12-07 08:39:18,3067,0,0
1030,3804,2022-12-07 08:39:55,11852,0,1
1030,3804,2022-12-07 08:41:35,9462,0,0
1030,3804,2022-12-07 08:41:53,9463,0,0
1030,3804,2022-12-07 08:42:07,9464,0,0
1030,3804,2022-12-07 08:42:58,9958,0,1
1030,3804,2022-12-07 08:46:25,4057,0,0
1030,3804,2022-12-07 08:47:08,8316,0,0
1030,3804,2022-12-07 08:47:32,4088,1,0
1030,3804,2022-12-07 08:49:22,4068,1,0
1030,3804,2022-12-07 08:50:14,4062,0,0
1030,3804,2022-12-07 08:50:30,4064,0,0
1030,3804,2022-12-07 08:51:43,8604,1,1
1030,3804,2022-12-07 08:52:16,8605,0,0
1030,3804,2022-12-07 08:52:30,8606,0,0
1030,3804,2022-12-07 08:52:42,9323,0,0
1030,3804,2022-12-07 08:54:14,8607,2,0
1030,3804,2022-12-07 08:55:02,8636,0,0
1030,3804,2022-12-07 08:55:20,8608,0,1
1030,3804,2022-12-07 08:56:14,8609,0,1
1030,3804,2022-12-07 08:57:08,8610,1,0
1030,3804,2022-12-07 08:58:49,8611,0,0
1030,3804,2022-12-07 08:59:19,8612,1,2
1030,3804,2022-12-07 09:00:02,8613,1,0
1030,3804,2022-12-07 09:01:24,8618,2,0
1030,3804,2022-12-07 09:02:15,8665,0,0
1030,3804,2022-12-07 09:02:36,8614,2,0
1030,3804,2022-12-07 09:03:47,8615,0,0
1030,3804,2022-12-07 09:04:11,8616,1,2
1030,3804,2022-12-07 09:06:04,8617,0,1
1030,3804,2022-12-07 09:06:45,5165,0,2
1030,3804,2022-12-07 09:07:33,5197,0,0
1030,3804,2022-12-07 09:08:49,5190,0,0
1030,3804,2022-12-07 09:10:37,6133,0,0
1030,3804,2022-12-07 09:12:06,9650,0,7
1050,3804,2022-12-07 09:16:36,9650,4,0
1050,3804,2022-12-07 09:17:43,6126,0,0
1050,3804,2022-12-07 09:19:45,9169,0,0
1050,3804,2022-12-07 09:20:48,5164,0,0
1050,3804,2022-12-07 09:21:59,5189,0,0
1050,3804,2022-12-07 09:22:19,9038,1,0
1050,3804,2022-12-07 09:22:57,5166,0,0
1050,3804,2022-12-07 09:23:24,8619,0,1
1050,3804,2022-12-07 09:24:14,8620,0,0
1050,3804,2022-12-07 09:24:37,8621,0,0
1050,3804,2022-12-07 09:25:04,8622,1,0
1050,3804,2022-12-07 09:25:55,8673,0,0
1050,3804,2022-12-07 09:26:20,11521,2,0
1050,3804,2022-12-07 09:27:29,8625,0,1
1050,3804,2022-12-07 09:28:48,8626,3,1
1050,3804,2022-12-07 09:29:48,8627,0,0
1050,3804,2022-12-07 09:31:10,9324,1,0
1050,3804,2022-12-07 09:31:56,8629,0,1
1050,3804,2022-12-07 09:33:11,8630,0,0
1050,3804,2022-12-07 09:33:24,8631,0,0
1050,3804,2022-12-07 09:33:51,8632,0,0
1050,3804,2022-12-07 09:34:09,8633,0,0
1050,3804,2022-12-07 09:34:23,8634,0,0
1050,3804,2022-12-07 09:34:45,8635,1,2
1050,3804,2022-12-07 09:36:15,4065,0,0
1050,3804,2022-12-07 09:36:38,4095,0,0
1050,3804,2022-12-07 09:37:16,4069,1,1
1050,3804,2022-12-07 09:39:33,4087,2,0
1050,3804,2022-12-07 09:40:16,4060,0,0
1050,3804,2022-12-07 09:40:39,10599,0,0
1050,3804,2022-12-07 09:41:11,9465,0,0
1050,3804,2022-12-07 09:41:44,9957,0,0
1050,3804,2022-12-07 09:43:06,9466,0,0
1050,3804,2022-12-07 09:43:21,3892,0,2
1050,3804,2022-12-07 09:46:22,11851,0,0
1050,3804,2022-12-07 09:46:48,13325,0,0
1050,3804,2022-12-07 09:47:27,3062,0,0
1050,3804,2022-12-07 09:47:43,3063,0,0
1050,3804,2022-12-07 09:47:54,8443,0,0
1050,3804,2022-12-07 09:48:28,13640,0,0
1050,3804,2022-12-07 09:48:59,10132,0,1
1050,3804,2022-12-07 09:50:23,4090,1,0
1050,3804,2022-12-07 09:51:16,4066,0,0
1050,3804,2022-12-07 09:51:31,4077,0,0
1050,3804,2022-12-07 09:51:43,9623,0,0
1050,3804,2022-12-07 09:53:20,4085,0,5
1050,3804,2022-12-07 09:53:56,1163,0,0
1050,3804,2022-12-07 09:54:08,8828,0,0
1050,3804,2022-12-07 09:54:47,1171,0,0
1050,3804,2022-12-07 09:55:05,1183,0,0
1050,3804,2022-12-07 09:55:34,5025,0,0
1050,3804,2022-12-07 09:55:46,227,1,0
1050,3804,2022-12-07 09:56:44,247,1,0
1050,3804,2022-12-07 09:57:36,9532,0,3
1050,3804,2022-12-07 09:59:49,9627,0,0
1050,3804,2022-12-07 10:01:04,10495,0,0
1050,3804,2022-12-07 10:01:57,9625,0,2
1060,3804,2022-12-07 10:22:13,9625,1,0
1060,3804,2022-12-07 10:23:57,9628,1,0
1060,3804,2022-12-07 10:25:46,9808,0,0
1060,3804,2022-12-07 10:25:59,11012,0,0
1060,3804,2022-12-07 10:26:29,9531,0,0
1060,3804,2022-12-07 10:26:58,234,0,1
1060,3804,2022-12-07 10:27:36,228,0,0
1060,3804,2022-12-07 10:29:35,1182,1,0
1060,3804,2022-12-07 10:30:14,1162,0,0
1060,3804,2022-12-07 10:30:27,1172,0,0
1060,3804,2022-12-07 10:32:35,4086,0,0
1060,3804,2022-12-07 10:33:19,4080,0,0
1060,3804,2022-12-07 10:33:33,4078,0,0
1060,3804,2022-12-07 10:34:00,4067,0,0
1060,3804,2022-12-07 10:35:17,4091,0,0
1060,3804,2022-12-07 10:35:45,10133,0,0
1060,3804,2022-12-07 10:37:06,3056,1,0
1060,3804,2022-12-07 10:37:58,3064,1,0
1060,3804,2022-12-07 10:39:16,3069,0,0
1060,3804,2022-12-07 10:40:02,3067,0,0
1060,3804,2022-12-07 10:40:40,11852,0,1
1060,3804,2022-12-07 10:42:02,9462,0,1
1060,3804,2022-12-07 10:42:38,9463,0,0
1060,3804,2022-12-07 10:42:52,9464,0,0
1060,3804,2022-12-07 10:43:47,9958,0,0
1060,3804,2022-12-07 10:48:20,4057,1,1
1060,3804,2022-12-07 10:49:05,8316,0,0
1060,3804,2022-12-07 10:49:28,4088,0,1
1060,3804,2022-12-07 10:50:18,4068,4,0
1060,3804,2022-12-07 10:51:44,4062,3,0
1060,3804,2022-12-07 10:52:36,4064,1,0
1060,3804,2022-12-07 10:53:27,8604,0,3
1060,3804,2022-12-07 10:54:11,8605,0,0
1060,3804,2022-12-07 10:54:25,8606,0,0
1060,3804,2022-12-07 10:54:39,9323,0,0
1060,3804,2022-12-07 10:55:18,8607,0,0
1060,3804,2022-12-07 10:55:40,8636,0,0
1060,3804,2022-12-07 10:55:59,8608,2,0
1060,3804,2022-12-07 10:56:57,8609,0,1
1060,3804,2022-12-07 10:57:32,8610,0,0
1060,3804,2022-12-07 10:58:11,8611,1,0
1060,3804,2022-12-07 10:59:07,8612,0,0
1060,3804,2022-12-07 10:59:26,8613,0,4
1060,3804,2022-12-07 11:01:27,8618,0,0
1060,3804,2022-12-07 11:01:51,8665,0,0
1060,3804,2022-12-07 11:02:13,8614,0,0
1060,3804,2022-12-07 11:02:49,8615,0,0
1060,3804,2022-12-07 11:04:23,8616,0,2
1060,3804,2022-12-07 11:05:53,8617,0,0
1060,3804,2022-12-07 11:06:11,5165,0,0
1060,3804,2022-12-07 11:06:24,5197,0,0
1060,3804,2022-12-07 11:06:55,5190,1,0
1060,3804,2022-12-07 11:09:03,6133,0,0
1060,3804,2022-12-07 11:10:42,9650,0,2
1080,3804,2022-12-07 11:21:38,9650,7,0
1080,3804,2022-12-07 11:22:42,6126,0,0
1080,3804,2022-12-07 11:23:13,9169,0,0
1080,3804,2022-12-07 11:24:44,5164,0,0
1080,3804,2022-12-07 11:25:56,5189,0,0
1080,3804,2022-12-07 11:26:17,9038,0,0
1080,3804,2022-12-07 11:26:28,5166,0,0
1080,3804,2022-12-07 11:27:28,8619,0,1
1080,3804,2022-12-07 11:28:57,8620,1,1
1080,3804,2022-12-07 11:29:50,8621,0,0
1080,3804,2022-12-07 11:30:15,8622,0,0
1080,3804,2022-12-07 11:30:40,8673,0,0
1080,3804,2022-12-07 11:31:02,11521,3,2
1080,3804,2022-12-07 11:31:59,8625,0,0
1080,3804,2022-12-07 11:32:22,8626,0,1
1080,3804,2022-12-07 11:33:28,8627,0,0
1080,3804,2022-12-07 11:34:34,9324,0,0
1080,3804,2022-12-07 11:34:54,8629,0,0
1080,3804,2022-12-07 11:35:26,8630,0,0
1080,3804,2022-12-07 11:35:39,8631,0,0
1080,3804,2022-12-07 11:36:03,8632,0,0
1080,3804,2022-12-07 11:36:24,8633,0,0
1080,3804,2022-12-07 11:36:46,8634,1,0
1080,3804,2022-12-07 11:37:32,8635,0,1
1080,3804,2022-12-07 11:39:02,4065,3,0
1080,3804,2022-12-07 11:39:59,4095,1,0
1080,3804,2022-12-07 11:41:29,4069,0,0
1080,3804,2022-12-07 11:42:22,4087,0,0
1080,3804,2022-12-07 11:42:45,4060,0,1
1080,3804,2022-12-07 11:43:25,10599,1,0
1080,3804,2022-12-07 11:44:14,9465,0,0
1080,3804,2022-12-07 11:44:59,9957,2,6
1080,3804,2022-12-07 11:49:40,9466,0,0
1080,3804,2022-12-07 11:49:53,3892,0,1
1080,3804,2022-12-07 11:52:06,11851,0,1
1080,3804,2022-12-07 11:52:54,13325,0,0
1080,3804,2022-12-07 11:53:44,3062,0,0
1080,3804,2022-12-07 11:54:00,3063,0,0
1080,3804,2022-12-07 11:54:11,8443,0,0
1080,3804,2022-12-07 11:54:32,13640,0,0
1080,3804,2022-12-07 11:55:01,10132,0,0
1080,3804,2022-12-07 11:55:57,4090,0,0
1080,3804,2022-12-07 11:58:06,4066,0,0
1080,3804,2022-12-07 11:58:46,4077,0,0
1080,3804,2022-12-07 11:59:04,9623,0,0
1080,3804,2022-12-07 12:00:32,4085,0,0
1080,3804,2022-12-07 12:01:14,1163,0,0
1080,3804,2022-12-07 12:01:25,8828,0,0
1080,3804,2022-12-07 12:02:10,1171,0,0
1080,3804,2022-12-07 12:02:27,1183,0,1
1080,3804,2022-12-07 12:03:24,5025,0,0
1080,3804,2022-12-07 12:03:40,227,1,0
1080,3804,2022-12-07 12:04:23,247,0,0
1080,3804,2022-12-07 12:04:55,9532,3,0
1080,3804,2022-12-07 12:06:10,9627,0,0
1080,3804,2022-12-07 12:07:36,10495,0,0
1080,3804,2022-12-07 12:08:39,9625,0,7
1090,3804,2022-12-07 12:33:09,9625,4,0
1090,3804,2022-12-07 12:34:34,9628,0,0
1090,3804,2022-12-07 12:36:05,9808,0,0
1090,3804,2022-12-07 12:36:19,11012,0,0
1090,3804,2022-12-07 12:36:51,9531,0,2
1090,3804,2022-12-07 12:37:38,234,0,0
1090,3804,2022-12-07 12:37:50,228,0,0
1090,3804,2022-12-07 12:38:51,1182,0,0
1090,3804,2022-12-07 12:39:08,1162,0,0
1090,3804,2022-12-07 12:39:22,1172,0,0
1090,3804,2022-12-07 12:41:08,4086,1,0
1090,3804,2022-12-07 12:42:51,4080,0,0
1090,3804,2022-12-07 12:43:08,4078,0,0
1090,3804,2022-12-07 12:43:41,4067,1,0
1090,3804,2022-12-07 12:45:36,4091,1,0
1090,3804,2022-12-07 12:46:32,10133,0,0
1090,3804,2022-12-07 12:48:38,3056,0,0
1090,3804,2022-12-07 12:48:55,3064,0,0
1090,3804,2022-12-07 12:49:10,3069,0,0
1090,3804,2022-12-07 12:49:43,3067,0,0
1090,3804,2022-12-07 12:50:32,11852,0,0
1090,3804,2022-12-07 12:51:57,9462,0,0
1090,3804,2022-12-07 12:52:14,9463,0,1
1090,3804,2022-12-07 12:52:54,9464,0,0
1090,3804,2022-12-07 12:54:02,9958,2,1
1090,3804,2022-12-07 12:59:30,4057,2,0
1090,3804,2022-12-07 13:00:17,8316,0,0
1090,3804,2022-12-07 13:00:53,4088,1,0
1090,3804,2022-12-07 13:01:52,4068,2,0
1090,3804,2022-12-07 13:03:01,4062,0,2
1090,3804,2022-12-07 13:03:37,4064,0,0
1090,3804,2022-12-07 13:05:19,8604,3,1
1090,3804,2022-12-07 13:06:03,8605,0,0
1090,3804,2022-12-07 13:06:17,8606,0,0
1090,3804,2022-12-07 13:06:32,9323,0,0
1090,3804,2022-12-07 13:07:39,8607,0,2
1090,3804,2022-12-07 13:08:30,8636,0,0
1090,3804,2022-12-07 13:08:44,8608,0,0
1090,3804,2022-12-07 13:09:44,8609,0,0
1090,3804,2022-12-07 13:10:29,8610,0,0
1090,3804,2022-12-07 13:11:31,8611,0,0
1090,3804,2022-12-07 13:12:04,8612,3,4
1090,3804,2022-12-07 13:13:42,8613,0,0
1090,3804,2022-12-07 13:14:43,8618,0,1
1090,3804,2022-12-07 13:15:29,8665,0,0
1090,3804,2022-12-07 13:15:52,8614,0,0
1090,3804,2022-12-07 13:16:25,8615,0,0
1090,3804,2022-12-07 13:16:50,8616,0,0
1090,3804,2022-12-07 13:18:23,8617,1,0
1090,3804,2022-12-07 13:19:54,5165,0,0
1090,3804,2022-12-07 13:20:16,5197,0,0
1090,3804,2022-12-07 13:21:25,5190,0,0
1090,3804,2022-12-07 13:23:44,6133,0,0
1090,3804,2022-12-07 13:25:31,9650,0,7
1110,3804,2022-12-07 13:36:58,9650,2,0
1110,3804,2022-12-07 13:38:28,6126,0,0
1110,3804,2022-12-07 13:39:47,9169,0,0
1110,3804,2022-12-07 13:41:06,5164,0,0
1110,3804,2022-12-07 13:42:26,5189,0,0
1110,3804,2022-12-07 13:42:47,9038,1,0
1110,3804,2022-12-07 13:43:22,5166,1,0
1110,3804,2022-12-07 13:44:21,8619,0,0
1110,3804,2022-12-07 13:45:42,8620,3,1
1110,3804,2022-12-07 13:46:32,8621,0,0
1110,3804,2022-12-07 13:46:56,8622,0,0
